ID,Name,Source,Source Type,Description,VC Workflows,VC Tasks,Skill Type,Installation,Official,Verified,Tags,Notes,VC Relevance,Requires Integration,Knowledge Category,Download Status
skill-100,Flutterwave MCP Server,github.com/modelcontextprotocol/servers,github,Interact with Flutterwave payment solutions API for African markets.,portfolio_support,kpi_tracking,mcp_server,,Yes,Yes,"flutterwave, payments, africa",Relevant for Africa-focused portfolios.,2,Yes,,
skill-101,Commerce Layer MCP Server,github.com/modelcontextprotocol/servers,github,Interact with Commerce Layer Metrics API for e-commerce analytics.,"portfolio_support, due_diligence",kpi_tracking,mcp_server,,Yes,Yes,"ecommerce, commerce, metrics",Good for e-commerce portfolio company metrics.,2,Yes,,
skill-102,Klaviyo MCP Server,github.com/modelcontextprotocol/servers,github,Interact with Klaviyo marketing data for email marketing analytics.,"portfolio_support, due_diligence","kpi_tracking, competitive_analysis",mcp_server,,Yes,Yes,"klaviyo, email, marketing",Good for DTC/e-commerce company analysis.,3,Yes,,
skill-103,Alation MCP Server,github.com/modelcontextprotocol/servers,github,Unlock enterprise Data Catalog power with Alation tools for data governance.,data_infrastructure,database_queries,mcp_server,,Yes,Yes,"alation, data_catalog, governance",Enterprise data catalog integration.,1,Yes,,
skill-104,Atlan MCP Server,github.com/modelcontextprotocol/servers,github,Interact with Atlan services for data catalog and metadata management.,data_infrastructure,database_queries,mcp_server,,Yes,Yes,"atlan, data_catalog, metadata",Modern data catalog platform.,1,Yes,,
skill-105,DataHub MCP Server,github.com/modelcontextprotocol/servers,github,"Search data assets, traverse lineage, and write SQL queries in DataHub.",data_infrastructure,database_queries,mcp_server,,Yes,Yes,"datahub, lineage, metadata",Open source data catalog.,1,Yes,,
skill-106,Databricks MCP Server,github.com/modelcontextprotocol/servers,github,"Connect to data, AI tools, and Databricks platform for unified analytics.","data_infrastructure, portfolio_support","database_queries, kpi_tracking",mcp_server,,Yes,Yes,"databricks, lakehouse, spark, ml",Enterprise data lakehouse platform.,1,Yes,,
skill-107,Keboola MCP Server,github.com/modelcontextprotocol/servers,github,"Build robust data workflows, integrations, and analytics on Keboola platform.",data_infrastructure,database_queries,mcp_server,,Yes,Yes,"keboola, etl, workflows",Data integration and workflow platform.,1,Yes,,
skill-108,Glean MCP Server,github.com/modelcontextprotocol/servers,github,Enterprise search and chat using Glean's API for internal knowledge search.,"data_infrastructure, automation",research_automation,mcp_server,,Yes,Yes,"glean, enterprise_search, knowledge",Good for searching internal fund knowledge bases.,1,Yes,,
skill-109,Drata MCP Server,github.com/modelcontextprotocol/servers,github,Experimental MCP server bringing real-time compliance intelligence.,due_diligence,legal_research,mcp_server,,Yes,Yes,"drata, compliance, soc2",Good for compliance DD on enterprise companies.,2,Yes,,
skill-110,BoldSign MCP Server,github.com/modelcontextprotocol/servers,github,"Search, request, and manage e-signature contracts.",fund_operations,document_generation,mcp_server,,Yes,Yes,"boldsign, esignature, contracts",Good for managing investment documents.,1,Yes,,
skill-111,eSignatures MCP Server,github.com/modelcontextprotocol/servers,github,Contract and template management for drafting and reviewing contracts.,fund_operations,"document_generation, legal_research",mcp_server,,Yes,Yes,"esignatures, contracts, legal",Good for legal document workflows.,1,Yes,,
skill-112,Graphlit MCP Server,github.com/modelcontextprotocol/servers,github,"Ingest from Slack, Gmail, podcast feeds, web crawling into Graphlit for content aggregation.","deal_sourcing, data_infrastructure","trend_analysis, signal_generation",mcp_server,,Yes,Yes,"graphlit, content, ingestion",Good for aggregating deal flow signals.,2,Yes,,
skill-113,Inkeep MCP Server,github.com/modelcontextprotocol/servers,github,RAG search over content powered by Inkeep for documentation search.,data_infrastructure,research_automation,mcp_server,,Yes,Yes,"inkeep, rag, search",Good for building searchable knowledge bases.,1,Yes,,
skill-114,Needle MCP Server,github.com/modelcontextprotocol/servers,github,Production-ready RAG to search and retrieve from own documents.,"data_infrastructure, due_diligence","document_review, research_automation",mcp_server,,Yes,Yes,"needle, rag, documents",Good for searching DD documents.,2,Yes,,
skill-115,Chronulus AI MCP Server,github.com/modelcontextprotocol/servers,github,Predict anything with Chronulus AI forecasting and prediction agents.,"portfolio_support, deal_sourcing","trend_analysis, signal_generation",mcp_server,,Yes,Yes,"chronulus, forecasting, prediction",Useful for market trend forecasting.,2,Yes,,
skill-116,Dot (GetDot.ai) MCP Server,github.com/modelcontextprotocol/servers,github,"Fetch, analyze, and visualize data from databases with Dot AI.","data_infrastructure, portfolio_support","database_queries, kpi_tracking",mcp_server,,Yes,Yes,"dot, analysis, visualization",Natural language database analysis.,1,Yes,,
skill-117,Heroku MCP Server,github.com/modelcontextprotocol/servers,github,"Interact with Heroku Platform for managing apps, add-ons, dynos, and databases.","due_diligence, portfolio_support",technical_dd,mcp_server,,Yes,Yes,"heroku, cloud, platform",Useful for reviewing portfolio company infrastructure.,2,Yes,,
skill-118,Vercel MCP Server,github.com/vercel/mcp-handler,github,Manage and deploy projects on Vercel platform.,"due_diligence, portfolio_support",technical_dd,mcp_server,,Yes,Yes,"vercel, deployment, frontend",Useful for reviewing frontend deployments.,2,Yes,,
skill-119,Netlify MCP Server,github.com/modelcontextprotocol/servers,github,"Create, build, deploy, and manage websites with Netlify platform.","due_diligence, portfolio_support",technical_dd,mcp_server,,Yes,Yes,"netlify, deployment, web",Alternative to Vercel for web deployment.,2,Yes,,
skill-120,CoinGecko MCP Server,github.com/modelcontextprotocol/servers,github,Official CoinGecko API MCP Server for crypto price and market data.,"due_diligence, portfolio_support","financial_analysis, trend_analysis",mcp_server,,Yes,Yes,"coingecko, crypto, prices",Essential for crypto portfolio monitoring.,2,Yes,,
skill-121,CoinStats MCP Server,github.com/modelcontextprotocol/servers,github,MCP Server for CoinStats API providing cryptocurrency market data.,portfolio_support,kpi_tracking,mcp_server,,Yes,Yes,"coinstats, crypto, portfolio",Crypto portfolio tracking.,2,Yes,,
skill-122,DexPaprika MCP Server,github.com/modelcontextprotocol/servers,github,"Access real-time DEX data, liquidity pools, and token info.",due_diligence,financial_analysis,mcp_server,,Yes,Yes,"dex, defi, liquidity",Good for DeFi protocol analysis.,2,Yes,,
skill-123,Hive Intelligence MCP Server,github.com/modelcontextprotocol/servers,github,Ultimate cryptocurrency MCP for crypto and Web3 analytics.,"due_diligence, deal_sourcing","trend_analysis, competitive_analysis",mcp_server,,No,Yes,"crypto, web3, analytics",Comprehensive Web3 analytics.,3,Yes,,
skill-124,Nodit MCP Server,github.com/modelcontextprotocol/servers,github,Official Nodit MCP Server for multi-chain RPC Nodes and Data APIs.,due_diligence,technical_dd,mcp_server,,Yes,Yes,"nodit, blockchain, rpc",Good for blockchain company DD.,2,Yes,,
skill-125,LambdaTest MCP Server,github.com/modelcontextprotocol/servers,github,"Accessibility, SmartUI, Automation, and HyperExecute for testing workflow.",due_diligence,technical_dd,mcp_server,,Yes,Yes,"lambdatest, testing, qa",Good for reviewing test infrastructure.,2,Yes,,
skill-126,Codacy MCP Server,github.com/modelcontextprotocol/servers,github,"Interact with Codacy API for code quality issues, vulnerabilities, and coverage.",due_diligence,technical_dd,mcp_server,,Yes,Yes,"codacy, code_quality, security",Good for code quality assessment in DD.,2,Yes,,
skill-127,CodeLogic MCP Server,github.com/modelcontextprotocol/servers,github,Interact with CodeLogic software intelligence platform for code analysis.,due_diligence,technical_dd,mcp_server,,Yes,Yes,"codelogic, analysis, dependencies",Good for understanding code dependencies.,3,Yes,,
skill-128,Cortex MCP Server,github.com/modelcontextprotocol/servers,github,Official MCP server for Cortex engineering intelligence.,"portfolio_support, due_diligence","technical_dd, kpi_tracking",mcp_server,,Yes,Yes,"cortex, engineering, intelligence",Good for engineering team metrics.,3,Yes,,
skill-129,Jellyfish MCP Server,github.com/modelcontextprotocol/servers,github,Give AI agent context about team's software engineering allocations.,"portfolio_support, due_diligence","technical_dd, kpi_tracking",mcp_server,,Yes,Yes,"jellyfish, engineering, allocation",Good for understanding dev team efficiency.,2,Yes,,
skill-130,Buildkite MCP Server,github.com/modelcontextprotocol/servers,github,"Exposing Buildkite data including pipelines, builds, jobs, and tests.","due_diligence, portfolio_support",technical_dd,mcp_server,,Yes,Yes,"buildkite, ci, builds",Good for reviewing CI/CD practices.,2,Yes,,
skill-131,CircleCI MCP Server,github.com/modelcontextprotocol/servers,github,Enable AI Agents to fix build failures from CircleCI.,portfolio_support,technical_dd,mcp_server,,Yes,Yes,"circleci, ci, builds",CI/CD platform integration.,1,Yes,,
skill-132,Jenkins MCP Server,github.com/modelcontextprotocol/servers,github,Official Jenkins MCP Server plugin for build and CI/CD management.,portfolio_support,technical_dd,mcp_server,,Yes,Yes,"jenkins, ci, builds",Enterprise CI/CD platform.,1,Yes,,
skill-133,Sentry MCP Server,github.com/modelcontextprotocol/servers,github,Retrieving and analyzing issues from Sentry.io for error tracking.,"portfolio_support, due_diligence","technical_dd, kpi_tracking",mcp_server,,Yes,Yes,"sentry, errors, monitoring",Good for understanding product stability.,2,Yes,,
skill-134,DeepL MCP Server,github.com/modelcontextprotocol/servers,github,Translate or rewrite text with DeepL's AI models.,"automation, deal_sourcing",research_automation,mcp_server,,Yes,Yes,"deepl, translation, language",Good for analyzing international companies.,2,Yes,,
skill-135,DeepQ Financial Toolkit MCP Server,github.com/modelcontextprotocol/servers,github,DeepQ Technology's Financial Toolkit for comprehensive financial data.,due_diligence,financial_analysis,mcp_server,,Yes,Yes,"deepq, financials, data",Comprehensive financial data toolkit.,2,Yes,,
skill-136,Microsoft Clarity MCP Server,github.com/modelcontextprotocol/servers,github,Official MCP Server for behavioral analytics from Microsoft Clarity.,"due_diligence, portfolio_support","technical_dd, kpi_tracking",mcp_server,,Yes,Yes,"clarity, analytics, behavioral",Good for understanding user behavior in consumer products.,2,Yes,,
skill-137,Microsoft Dataverse MCP Server,github.com/modelcontextprotocol/servers,github,"Chat over business data, discover tables, and run queries in Dataverse.",data_infrastructure,database_queries,mcp_server,,Yes,Yes,"microsoft, dataverse, dynamics",For Microsoft ecosystem data access.,1,Yes,,
skill-138,Fetch MCP Server,github.com/modelcontextprotocol/servers,github,Retrieve and convert web content to markdown for analysis.,"deal_sourcing, due_diligence","web_scraping, thematic_research",mcp_server,,Yes,Yes,"fetch, web, markdown",Basic but essential web content fetching.,3,Yes,,
skill-139,Memory MCP Server,github.com/modelcontextprotocol/servers,github,Knowledge graph-based persistent memory system for data management.,data_infrastructure,signal_generation,mcp_server,,Yes,Yes,"memory, knowledge_graph, persistence",Good for building persistent company knowledge.,1,Yes,,
skill-140,Sequential Thinking MCP Server,github.com/modelcontextprotocol/servers,github,Dynamic and reflective problem-solving through thought sequences.,"due_diligence, deal_sourcing",thematic_research,mcp_server,,Yes,Yes,"thinking, reasoning, problem_solving",Good for complex analysis tasks.,2,Yes,,
skill-141,Filesystem MCP Server,github.com/modelcontextprotocol/servers,github,Secure file operations with configurable access controls.,data_infrastructure,document_review,mcp_server,,Yes,Yes,"filesystem, files, security",Basic file system access.,1,Yes,,
skill-142,Git MCP Server,github.com/modelcontextprotocol/servers,github,"Tools to read, search, and manipulate Git repositories.",due_diligence,technical_dd,mcp_server,,Yes,Yes,"git, repositories, version_control",Essential for code repository analysis.,2,Yes,,
skill-143,Puppeteer MCP Server,github.com/modelcontextprotocol/servers,github,Browser automation and web scraping using Puppeteer.,data_infrastructure,web_scraping,mcp_server,,Yes,Yes,"puppeteer, browser, automation",Google's browser automation library.,1,Yes,,
skill-144,SQLite MCP Server,github.com/modelcontextprotocol/servers,github,Database interaction and business intelligence capabilities with SQLite.,data_infrastructure,database_queries,mcp_server,,Yes,Yes,"sqlite, database, sql",Good for local database analysis.,2,Yes,,
skill-145,PitchBook Companies Scraper (Apify),apify.com/pratikdani/pitchbook-companies-scraper,apify,Scrape PitchBook company data as an alternative data source.,deal_sourcing,"company_identification, company_data_enrichment",mcp_server,,No,Yes,"apify, pitchbook, scraper",Third-party scraper - use official connector if you have PitchBook subscription.,4,Yes,,
skill-146,Norman Finance MCP Server,glama.ai/mcp/servers/@norman-finance/norman-mcp-server,glama,Accounting and tax filing autopilot for German entrepreneurs.,portfolio_support,financial_analysis,mcp_server,,Yes,Yes,"norman, accounting, tax, germany",Germany-specific. Good for European portfolio companies.,1,Yes,,
skill-147,Kash.click MCP Server,github.com/modelcontextprotocol/servers,github,"Access business sales, clients, orders, tax info, and payments.",portfolio_support,"kpi_tracking, financial_analysis",mcp_server,,Yes,Yes,"kash, sales, payments",Good for small business portfolio metrics.,2,Yes,,
skill-148,Microsoft Business Central MCP Server,github.com/modelcontextprotocol/servers,github,Manage Dynamics 365 Business Central data for ERP access.,portfolio_support,"kpi_tracking, financial_analysis",mcp_server,,Yes,Yes,"microsoft, dynamics, erp",For portfolio companies on Microsoft ERP.,2,Yes,,
skill-149,Adfin MCP Server,github.com/modelcontextprotocol/servers,github,All-in-one payments platform with invoicing and accounting.,portfolio_support,financial_analysis,mcp_server,,Yes,Yes,"adfin, payments, invoicing",Good for portfolio financial operations.,1,Yes,,
skill-150,Boost.space MCP Server,github.com/modelcontextprotocol/servers,github,"Centralized, automated business data from 2000+ sources.",data_infrastructure,company_data_enrichment,mcp_server,,Yes,Yes,"boost, data, integration",Comprehensive data aggregation platform.,1,Yes,,
skill-151,Nerve MCP Server,github.com/modelcontextprotocol/servers,github,Search and act on all company data across SaaS apps via Nerve.,data_infrastructure,database_queries,mcp_server,,Yes,Yes,"nerve, search, saas",Good for cross-platform company data search.,2,Yes,,
skill-152,Keywords Everywhere MCP Server,github.com/modelcontextprotocol/servers,github,Access SEO data through Keywords Everywhere API.,due_diligence,"competitive_analysis, market_sizing",mcp_server,,Yes,Yes,"seo, keywords, search",Good for understanding search demand in markets.,2,Yes,,
skill-153,fetchSERP MCP Server,github.com/modelcontextprotocol/servers,github,All-in-One SEO and Web Intelligence Toolkit API.,due_diligence,"competitive_analysis, market_sizing",mcp_server,,Yes,Yes,"serp, seo, web_intelligence",Comprehensive SEO toolkit for market analysis.,3,Yes,,
skill-154,Detailer MCP Server,github.com/modelcontextprotocol/servers,github,"Instantly generate rich, AI-powered documentation for GitHub repositories.",due_diligence,technical_dd,mcp_server,,Yes,Yes,"detailer, documentation, github",Good for quickly understanding portfolio company codebases.,2,Yes,,
skill-155,Google Maps Platform MCP Server,github.com/modelcontextprotocol/servers,github,"Location services, directions, and place details via Google Maps.",due_diligence,market_sizing,mcp_server,,Yes,Yes,"google, maps, location",Good for location-based market analysis.,2,Yes,,
skill-156,Octagon AI MCP Server,github.com/OctagonAI/octagon-mcp-server,github,"Free AI-powered financial research platform with SEC filings analysis (8000+ companies), 10 years of earnings transcripts, financial metrics, 10K+ stock tickers, 3M+ private companies, 500K+ funding deals, and 2M+ M&A/IPO transactions.","deal_sourcing, due_diligence, portfolio_support","financial_analysis, thematic_research, competitive_analysis, market_sizing, company_identification",mcp_server,,Yes,Yes,"octagon, sec, financials, transcripts, private_markets, funding",HIGHLY RECOMMENDED for VC work. Free tier available. Comprehensive public and private market data.,5,Yes,,
skill-157,3-Statement Financial Modeling Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Builds integrated three-statement financial models (income statement, balance sheet, cash flow) with scenario analysis, sensitivity tables, and linkages across all documents.",due_diligence,financial_analysis,skill,,Yes,Yes,"financial_modeling, 3_statement, dcf, valuation",Official Anthropic Financial Services skill.,4,No,financial_modeling,unavailable
skill-158,Comps Analysis Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,Generates peer benchmarking tables with valuation multiples and operating metrics for public and private company comparisons.,due_diligence,"financial_analysis, competitive_analysis",skill,,Yes,Yes,"comps, valuation, multiples, benchmarking",Official Anthropic Financial Services skill.,4,No,financial_modeling,unavailable
skill-159,Competitive Landscape Analysis Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Creates structured competitive landscape assessments with market positioning, competitive dynamics analysis, and strategic recommendations using 2x2 matrices.","deal_sourcing, due_diligence","competitive_landscape, competitive_analysis, market_mapping",skill,,Yes,Yes,"competitive, landscape, positioning, strategy",Official Anthropic Financial Services skill.,4,No,market_research,unavailable
skill-160,DCF Modeling Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Builds discounted cash flow models with WACC calculations, scenario toggles, and sensitivity tables for company valuation.",due_diligence,financial_analysis,skill,,Yes,Yes,"dcf, valuation, wacc, sensitivity",Official Anthropic Financial Services skill.,4,No,financial_modeling,unavailable
skill-161,Due Diligence Data Pack Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Processes data room documents into structured Excel data packs with financials, customer lists, and contract terms from CIMs and offering memorandums.",due_diligence,"document_review, financial_analysis, data_room_analysis",skill,,Yes,Yes,"data_room, due_diligence, extraction, cim",HIGHLY RELEVANT for VC DD. Official Anthropic Financial Services skill.,5,No,due_diligence,unavailable
skill-162,Earnings Analysis Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Creates professional equity research earnings update reports with beat/miss analysis, estimate updates, and thesis revisions (8-12 pages).","portfolio_support, due_diligence","financial_analysis, competitive_analysis",skill,,Yes,Yes,"earnings, equity_research, analysis",Official Anthropic Financial Services skill.,4,No,investment_analysis,unavailable
skill-163,Initiating Coverage Research Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Conducts comprehensive company research for initiating coverage including business model analysis, competitive positioning, financial performance, and investment recommendations.","deal_sourcing, due_diligence","thematic_research, competitive_analysis, financial_analysis",skill,,Yes,Yes,"coverage, research, investment_thesis",Official Anthropic Financial Services skill.,4,No,investment_analysis,unavailable
skill-164,Investment Banking Pitch Deck Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,Populates investment banking pitch deck templates with data from source files while maintaining template formatting standards.,fund_operations,"lp_reporting, document_generation",skill,,Yes,Yes,"pitch_deck, presentations, ib",Official Anthropic Financial Services skill.,3,No,investor_relations,unavailable
skill-165,Presentation Quality Checker Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,"Performs comprehensive QC on presentations checking number consistency, data-narrative alignment, language polish, and formatting before client delivery.",fund_operations,"document_generation, lp_reporting",skill,,Yes,Yes,"quality_control, presentations, review",Official Anthropic Financial Services skill.,2,No,communications,unavailable
skill-166,Company Profile/Strip Creator Skill,support.claude.com/en/articles/12663107-claude-for-financial-services-skills,anthropic,Creates concise 1-2 page company summaries for pitch books and buyer lists with key metrics and investment highlights.,"deal_sourcing, fund_operations","document_generation, company_identification",skill,,Yes,Yes,"company_profile, teaser, summary",Official Anthropic Financial Services skill. Good for deal sourcing outreach.,5,No,investment_analysis,unavailable
skill-167,Investment Portfolio MCP Server,github.com/ikhyunAn/MCP_InvestmentPortfolio,github,"Portfolio management with real-time stock data, performance analysis, investment recommendations, and asset allocation visualization.",portfolio_support,"kpi_tracking, financial_analysis",mcp_server,,No,Yes,"portfolio, stocks, analysis, visualization",Good for tracking public market portfolio positions.,3,Yes,,
skill-168,Creating Financial Models Skill,claude-plugins.dev/skills/@Microck/ordinary-claude-skills/creating-financial-models,community,"Advanced financial modeling suite with DCF analysis, sensitivity testing, Monte Carlo simulations, and scenario planning for corporate valuations, project finance, M&A, and LBOs.",due_diligence,financial_analysis,skill,,No,Yes,"dcf, monte_carlo, lbo, valuation, sensitivity",Comprehensive modeling toolkit including Monte Carlo simulations.,4,No,financial_modeling,
skill-169,CFO Wizard Skill,skillsmp.com/skills/sidsarasvati-dotfiles-claude-skills-cfo-wizard-skill-md,skillsmp,"Tax optimization strategies (home office, Augusta Rule, R&D credits), wealth management frameworks, business accounting operations (Mercury, Ramp, Gusto), and regulatory compliance.","portfolio_support, fund_operations",financial_analysis,skill,,No,Yes,"tax, accounting, compliance, cfo",Good for portfolio company CFO advisory.,2,No,financial_modeling,
skill-170,Crunchbase Companies Scraper (Apify),apify.com/pratikdani/crunchbase-companies-scraper,apify,"Scrapes Crunchbase for 100+ data points per company including profiles, funding rounds, investors, founders, and company details. Export to CSV, JSON, or Excel.","deal_sourcing, due_diligence","company_identification, company_data_enrichment, financial_analysis",mcp_server,,No,Yes,"crunchbase, scraper, funding, investors",Free alternative to Crunchbase subscription. 99% success rate.,5,Yes,,
skill-171,Ultimate Crunchbase Search Scraper (Apify),apify.com/curious_coder/crunchbase-scraper,apify,"Most extensive Crunchbase scraper with funding, investors, investments, contacts, employees, and tech stack data.","deal_sourcing, due_diligence","company_identification, company_data_enrichment, technical_dd",mcp_server,,No,Yes,"crunchbase, scraper, tech_stack, employees",Paid actor. Includes tech stack data useful for technical DD.,4,Yes,,
skill-172,LinkedIn Company Scraper (Apify),apify.com/curious_coder/linkedin-company-scraper,apify,"Scrapes LinkedIn company profiles for name, followers, size, logo, website, industry, headquarters, and more without cookies.","deal_sourcing, due_diligence","company_identification, company_data_enrichment",mcp_server,,No,Yes,"linkedin, company, scraper",No cookies required. Good for company research.,3,Yes,,
skill-173,LinkedIn Company Employees Scraper (Apify),apify.com/memo23/linkedin-company-people-scraper,apify,Scrapes employee data from LinkedIn company pages for team analysis and headcount verification.,due_diligence,"management_research, company_data_enrichment",mcp_server,,No,Yes,"linkedin, employees, headcount",Good for team DD and headcount verification.,3,Yes,,
skill-174,Dashboard Creator Skill,github.com/mhattingpete/claude-skills-marketplace,github,"Creates professional HTML dashboards with KPI cards, bar/pie/line charts, progress indicators, and responsive design.","portfolio_support, fund_operations","kpi_tracking, lp_reporting",skill,,No,Yes,"dashboard, kpi, visualization, charts",Good for creating portfolio dashboards.,2,Yes,,
skill-175,Timeline Creator Skill,github.com/mhattingpete/claude-skills-marketplace,github,"Creates HTML timelines and project roadmaps with Gantt charts, milestone tracking, and phase grouping.","portfolio_support, fund_operations","kpi_tracking, board_materials",skill,,No,Yes,"timeline, gantt, roadmap, milestones",Good for portfolio company roadmap tracking.,1,Yes,,
skill-176,Architecture Diagram Creator Skill,github.com/mhattingpete/claude-skills-marketplace,github,"Creates comprehensive HTML architecture diagrams with business objectives, data flows, and processing pipelines.",due_diligence,technical_dd,skill,,No,Yes,"architecture, diagrams, visualization",Good for visualizing portfolio company tech architecture.,2,Yes,,
skill-177,Code Auditor Skill,github.com/mhattingpete/claude-skills-marketplace,github,"Comprehensive codebase analysis covering architecture, quality, security, maintainability, and test coverage.",due_diligence,technical_dd,skill,,No,Yes,"code_audit, security, quality",Good for technical DD code review.,2,Yes,,
skill-178,Exa Search MCP Server,github.com/exa-labs/exa-mcp-server,github,"Fast, intelligent web search and web crawling designed for AI agents with semantic understanding.","deal_sourcing, due_diligence","thematic_research, company_identification",mcp_server,,Yes,Yes,"exa, search, semantic, crawling",Better than traditional search for AI research tasks.,3,Yes,,
skill-179,Parallel Search MCP Server,github.com/parallel-web/search-mcp,github,High-performance parallel web search for AI agents with multiple concurrent queries.,deal_sourcing,"thematic_research, company_identification",mcp_server,,No,Yes,"search, parallel, web",Good for broad market research.,2,Yes,,
skill-180,SpotDB MCP Server,github.com/aliengiraffe/spotdb,github,Ephemeral data sandbox for AI workflows with guardrails and security.,data_infrastructure,database_queries,mcp_server,,No,Yes,"database, sandbox, security",Good for safe data exploration.,1,Yes,,
skill-181,Airtable MCP Server,github.com/domdomegg/airtable-mcp-server,github,Read and write access to Airtable databases with schema inspection for business data management.,"deal_sourcing, portfolio_support","database_queries, kpi_tracking",mcp_server,,No,Yes,"airtable, database, no_code",Good for deal pipeline tracking in Airtable.,2,Yes,,
skill-182,Snowflake MCP Server,github.com/Snowflake-Labs/mcp,github,Interact with Snowflake data warehouse for analytics and data queries.,"data_infrastructure, portfolio_support","database_queries, kpi_tracking",mcp_server,,No,Yes,"snowflake, warehouse, analytics",Enterprise data warehouse access.,1,Yes,,
skill-183,HAPI MCP Server,github.com/la-rebelion/hapimcp,github,"Converts OpenAPI REST APIs into MCP tools, enabling AI assistants to interact with any documented API.","data_infrastructure, automation",workflow_orchestration,mcp_server,,No,Yes,"openapi, rest, integration",Good for connecting to custom APIs.,1,Yes,,
skill-185,VC Signals LinkedIn Research,skillsmp.com/skills/assafkip-vc-signals-claude-skills-research-linkedin-skill-md,skillsmp,Scan LinkedIn profiles for VC signals. Use when checking LinkedIn for investment signals related to founders and companies.,"deal_sourcing, due_diligence","management_research, company_identification",skill,,No,Yes,"linkedin, vc, signals, research",Specifically designed for VC investment signals.,5,Yes,,
skill-187,Business Analyst Skill,skillsmp.com/skills/sickn33-antigravity-awesome-skills-skills-business-analyst-skill-md,skillsmp,"Modern business analysis with AI-powered analytics, real-time dashboards, and data-driven insights. Build comprehensive KPI frameworks, predictive models, and strategic recommendations.","portfolio_support, due_diligence","kpi_tracking, strategic_research",skill,,No,Yes,"business, analytics, kpi, strategy",From antigravity-awesome-skills. 6746 stars.,3,No,investment_analysis,downloaded
skill-188,CEORater Skill,skillsmp.com/skills/openclaw-skills-skills-ceorater-skills-ceorater-skill-md,skillsmp,"Institutional-grade CEO performance analytics for S&P 500 companies. Proprietary scores: CEORaterScore, AlphaScore, RevenueCAGRScore, CompScore. Coverage: 516 CEOs.",due_diligence,"management_research, financial_analysis",skill,,No,Yes,"ceo, management, performance, s&p500",Good for public company CEO evaluation and comp analysis.,2,No,due_diligence,
skill-189,Market Environment Analysis Skill,skillsmp.com/skills/openclaw-skills-skills-veeramanikandanr48-market-environment-analysis-skill-md,skillsmp,"Comprehensive market environment analysis covering US, European, Asian markets, forex, commodities, and economic indicators. Risk-on/risk-off assessment, sector analysis, technical indicators.","deal_sourcing, portfolio_support","trend_analysis, market_sizing",skill,,No,Yes,"markets, macro, sectors, global",Good for macro environment assessment affecting portfolio.,4,No,market_research,downloaded
skill-192,Finance News Aggregator Skill,skillsmp.com/skills/openclaw-skills-skills-kesslerio-finance-news-skill-md,skillsmp,"Market news briefings with AI summaries. Supports US/Europe/Japan markets, WhatsApp delivery, and English/German output. Morning/evening briefings and price alerts.","deal_sourcing, portfolio_support","trend_analysis, competitor_monitoring",skill,,No,Yes,"news, markets, briefings, alerts",Good for staying on top of market news.,2,No,sentiment_signals,
skill-193,Stock Info Explorer Skill,skillsmp.com/skills/ethanalgox-marketbot-skills-stock-info-explorer-skill-md,skillsmp,"Yahoo Finance powered financial analysis with real-time quotes, high-resolution charts with moving averages + indicators (RSI/MACD/Bollinger/VWAP/ATR), fundamentals summaries.","due_diligence, portfolio_support","financial_analysis, trend_analysis",skill,,No,Yes,"stocks, charts, technicals, yahoo",Comprehensive stock analysis with visualization.,3,No,investment_analysis,
skill-194,Financial Analysis Agent Skill,skillsmp.com/skills/neversight-skills-feed-data-skills-md-qodex-ai-ai-agent-skills-financial-analysis-agent-skill-md,skillsmp,"Create agents for financial analysis, investment research, and portfolio management. Covers financial data processing, risk analysis, and recommendation generation.","due_diligence, portfolio_support",financial_analysis,skill,,No,Yes,"agent, financial, portfolio, risk",Good for building custom financial analysis workflows.,4,No,financial_modeling,
skill-195,US Stock Researcher Skill,skillsmp.com/skills/neversight-skills-feed-data-skills-md-skindhu-skind-skills-us-stock-researcher-skill-md,skillsmp,US Stock Investment Research Assistant supporting Gemini Deep Research or Claude Native Deep Research (7-Phase + GoT). Analyzes 10-K/10-Q reports and generates investment research reports.,due_diligence,"financial_analysis, document_review",skill,,No,Yes,"stocks, research, 10k, sec",Specialized for SEC filing analysis.,3,No,investment_analysis,
skill-196,Munger's Lattice Skill,skillsmp.com/skills/neversight-skills-feed-data-skills-md-hexbee-hello-skills-mungers-lattice-skill-md,skillsmp,Multidisciplinary analytical engine using Charlie Munger's latticework of mental models. Applies cross-disciplinary thinking to dissect life and business decisions.,due_diligence,"thematic_research, competitive_analysis",skill,,No,Yes,"munger, mental_models, analysis, investing",Great for investment thesis development using Munger's frameworks.,2,No,investment_analysis,
